,1_runtime,1_rmse_mean,1_rmse_stdev,1_r2_mean,1_r2_stdev,25_runtime,25_rmse_mean,25_rmse_stdev,25_r2_mean,25_r2_stdev,50_runtime,50_rmse_mean,50_rmse_stdev,50_r2_mean,50_r2_stdev
0,,0.6785133532021111,0.011424697986659243,0.7515757823828522,0.008032933944771864,195.32312989234924,0.6785133532021111,0.011424697986659243,0.7515757823828522,0.008032933944771864,120.98039603233337,0.6785133532021111,0.011424697986659243,0.7515757823828522,0.008032933944771864
1,,0.6746486917480513,0.012525532327214081,0.7464295230475795,0.008855284826458793,195.32312989234924,0.6748827105225007,0.01360587974373375,0.7464023601931551,0.009885764084251519,120.98039603233337,0.6752269842102504,0.01412361656097648,0.7466120898617578,0.01018278364304957
2,,0.6679546586751313,0.012552792076498492,0.7462225806780524,0.009159570638372388,195.32312989234924,0.6684107943188451,0.012416954941674378,0.7461328565492179,0.009074278511253395,120.98039603233337,0.6688879507779028,0.013454144984160478,0.745704214753527,0.009787098566956786
3,,0.6680384370320823,0.012120424399902057,0.741018137728703,0.009052562552612392,195.32312989234924,0.6688761540820597,0.011545129177432084,0.7406002868642819,0.008719042047313103,120.98039603233337,0.6682820856178638,0.011392324821609812,0.7412919573520863,0.008147571828476046
4,,0.6671189019258085,0.010722966663276169,0.7371286836842391,0.00785309613553837,195.32312989234924,0.666699252458934,0.011323556198714899,0.7375823425042588,0.008221095793360318,120.98039603233337,0.6659155693559523,0.01210680681340504,0.7382248032622316,0.0085925482437181
5,,0.6670086845580988,0.0117755071900356,0.7323852694465426,0.008674099958142173,195.32312989234924,0.6651578598618659,0.0118093025478811,0.7341138311838445,0.008614075160099264,120.98039603233337,0.6646127401778993,0.012136525228741795,0.7345852812295578,0.008839799487840645
6,,0.66580902112915,0.00948335206481216,0.7292412644708989,0.006897971822779193,195.32312989234924,0.6643030276376954,0.010985722845260462,0.7305524500432593,0.008020322402434015,120.98039603233337,0.6642866381643876,0.01055747128673843,0.7305413009025982,0.0076843261797406885
7,,0.6646519686893627,0.008549509785379255,0.7261272735015737,0.006238666463898164,195.32312989234924,0.6655968052714484,0.010378130051983228,0.7253038521757965,0.007330166907562728,120.98039603233337,0.6659954648135812,0.008593796428860573,0.724991926050361,0.006008060220467679
8,,0.6608554289772529,0.009717057152571032,0.725222618517468,0.007541633818078983,195.32312989234924,0.6615701473770349,0.00935286731023712,0.7247899682412237,0.007166839755874069,120.98039603233337,0.6623092883620371,0.010113740639976576,0.7244065262183487,0.007640508738340978
9,,0.6597116283662346,0.010379649995229018,0.7224314378807141,0.008236371935944922,195.32312989234924,0.6603548819462592,0.010677870751150651,0.7218140252681365,0.008447579552173687,120.98039603233337,0.6616383512143783,0.00955631513452773,0.7209549121257689,0.0075084559439261974
10,,0.6587483389699634,0.009750387949238213,0.719562317699161,0.007893821596374041,195.32312989234924,0.6593594579550475,0.010183784166577415,0.7188839594388519,0.00810381341813924,120.98039603233337,0.6592424946809501,0.009062039681314159,0.7192340381263405,0.007286632134284556
