,1_rmse_mean,1_rmse_stdev,1_r2_mean,1_r2_stdev,25_rmse_mean,25_rmse_stdev,25_r2_mean,25_r2_stdev,50_rmse_mean,50_rmse_stdev,50_r2_mean,50_r2_stdev
0,0.6785133532021109,0.011424697986659208,0.7515757823828522,0.008032933944771864,0.6785133532021109,0.011424697986659208,0.7515757823828522,0.008032933944771864,0.6785133532021109,0.011424697986659208,0.7515757823828522,0.008032933944771864
1,0.6657741710681173,0.004309727109952555,0.7609118404753387,0.0024672185299777164,0.6657741710681173,0.004309727109952555,0.7609118404753387,0.0024672185299777164,0.6657741710681173,0.004309727109952555,0.7609118404753387,0.0024672185299777164
2,0.6573552525506274,0.009545988563259004,0.7665550441950493,0.00594380204769058,0.6573552525506274,0.009545988563259004,0.7665550441950493,0.00594380204769058,0.6573552525506274,0.009545988563259004,0.7665550441950493,0.00594380204769058
3,0.6493212002560144,0.005196529861617308,0.7721682955181214,0.003281357288590529,0.6493212002560144,0.005196529861617308,0.7721682955181214,0.003281357288590529,0.6493212002560144,0.005196529861617308,0.7721682955181214,0.003281357288590529
4,0.6450357960333849,0.007544298441360246,0.7750748992644904,0.005215931567537074,0.6450357960333849,0.007544298441360246,0.7750748992644904,0.005215931567537074,0.6450357960333849,0.007544298441360246,0.7750748992644904,0.005215931567537074
5,0.634156248400693,0.011092301620867212,0.7824993552633326,0.007603252474398213,0.634156248400693,0.011092301620867212,0.7824993552633326,0.007603252474398213,0.634156248400693,0.011092301620867212,0.7824993552633326,0.007603252474398213
6,0.6323948208990277,0.011725467492814565,0.7836882320790891,0.0080192160605658,0.6323948208990277,0.011725467492814565,0.7836882320790891,0.0080192160605658,0.6323948208990277,0.011725467492814565,0.7836882320790891,0.0080192160605658
7,0.6291064417554898,0.010339044942632152,0.7860572403651539,0.007277143359858066,0.6291064417554898,0.010339044942632152,0.7860572403651539,0.007277143359858066,0.6291064417554898,0.010339044942632152,0.7860572403651539,0.007277143359858066
8,0.6260626946418517,0.009591002715576936,0.788094434481585,0.006958451521376341,0.6260626946418517,0.009591002715576936,0.788094434481585,0.006958451521376341,0.6260626946418517,0.009591002715576936,0.788094434481585,0.006958451521376341
9,0.6226484371929236,0.008798295478922106,0.7903623498956804,0.006491475536615349,0.6226484371929236,0.008798295478922106,0.7903623498956804,0.006491475536615349,0.6226484371929236,0.008798295478922106,0.7903623498956804,0.006491475536615349
10,0.6182367868000852,0.011659452503368323,0.7932615200491978,0.00860995224720936,0.6182367868000852,0.011659452503368323,0.7932615200491978,0.00860995224720936,0.6182367868000852,0.011659452503368323,0.7932615200491978,0.00860995224720936
