,1_rmse_mean,1_rmse_stdev,1_r2_mean,1_r2_stdev,25_rmse_mean,25_rmse_stdev,25_r2_mean,25_r2_stdev,50_rmse_mean,50_rmse_stdev,50_r2_mean,50_r2_stdev
0,0.6784535729403393,0.011555634273186262,0.7513527166651898,0.008115303823096828,0.6774297490045192,0.012877971651194685,0.7481675723673931,0.009320336657964303,0.6752269842102493,0.01412361656097271,0.7466120898617584,0.010182783643046747
1,0.6744730784496061,0.012197324908541338,0.7464712707332034,0.008565362333798383,0.671887463567158,0.012254933164627982,0.7459729633217526,0.008797108590873418,0.6688879507779101,0.013454144984160404,0.7457042147535212,0.009787098566957066
2,0.6681208648336913,0.012569012041006074,0.7459903246780489,0.009212654188468094,0.6696905848881775,0.01239482896849446,0.7426743814432814,0.009219877048802847,0.6682820856178685,0.011392324821610456,0.7412919573520828,0.008147571828476504
3,0.6680083307221173,0.012163977417719388,0.7409449146708376,0.009102001886304919,0.6675611338375406,0.012406430049535427,0.7391553506553574,0.009354320374208067,0.6659155693559528,0.012106806813409057,0.7382248032622312,0.008592548243721099
4,0.6671005267700885,0.01096210658555697,0.7370467009911145,0.00806927052363793,0.665605609782534,0.011884059018256357,0.7361295538503195,0.008613279563374059,0.6646127401778937,0.01213652522874245,0.734585281229562,0.008839799487840923
5,0.6668991274125226,0.011600735984073721,0.7323905261428741,0.008494488681976633,0.6653353828080658,0.01071634547883736,0.7316989359208602,0.007781933833049202,0.6642866381643838,0.010557471286743397,0.7305413009026015,0.007684326179744139
6,0.6656566042871791,0.009430028788249771,0.7292383378337423,0.0068988168982873615,0.6654620598335172,0.010184142386106088,0.7274744767950981,0.007474670094648972,0.6659954648135832,0.008593796428863284,0.7249919260503593,0.006008060220469609
7,0.6642406808774736,0.008885595370331317,0.7263951060353442,0.006469979395936283,0.6627037844066107,0.00979287137612584,0.725756074981387,0.007223788322471691,0.662309288362053,0.010113740639966805,0.7244065262183357,0.007640508738333548
8,0.6609330726505968,0.009768114851068741,0.7251292234008592,0.007604974849167363,0.6610029431300922,0.010268739075372277,0.7232586519450349,0.00825507003527237,0.6616383512143876,0.009556315134520996,0.7209549121257611,0.007508455943921437
9,0.6596860758066327,0.010368826120097778,0.7223441888357048,0.008244778197186265,0.6599926304650101,0.009730064439127065,0.7201783578083244,0.007779293047109788,0.6592424946809463,0.009062039681311638,0.7192340381263437,0.007286632134281044
10,0.6588230377161978,0.00980503906647987,0.7194356850787565,0.007937076664328052,0.6587952372971754,0.009480090816043342,0.71765066847058,0.007554381038140352,0.6568946581132722,0.008739433242164252,0.7175931801544572,0.007049057900126039
